Survey year,Unitid,Institution name,OPEID,Campus ID, Campus Name,Institution Size,Murder/Non-negligent manslaughter,Negligent manslaughter,Sex offenses - Forcible,Rape,Fondling,Sex offenses - Non-forcible,Incest,Statutory rape,Robbery,Aggravated assault,Burglary,Motor vehicle theft,Arson
2011,127200,Front Range Community College,00793300,3,Boulder County Campus,20568,0,0,0,,,0,,,0,0,0,0,0
2011,127200,Front Range Community College,00793300,7,Brighton Center,20568,0,0,0,,,0,,,0,0,0,0,0
2011,372329,IBMC College,03006300,1,Main Campus,305,0,0,0,,,0,,,0,0,0,0,0
2011,372329,IBMC College,03006300,2,Cheyenne Campus,305,0,0,0,,,0,,,0,0,0,0,0
2011,372329,IBMC College,03006300,3,Greeley Campus,305,0,0,0,,,0,,,0,0,0,0,0
2011,372329,IBMC College,03006300,4,Longmont Campus,305,0,0,0,,,0,,,0,0,0,0,0
2011,127273,Iliff School of Theology,00135400,1,Main Campus,361,0,0,0,,,0,,,0,0,0,0,1
2011,454838,Institute of Taoist Education and Acupuncture,04121200,1,Main campus,39,0,0,0,,,0,,,0,0,0,0,0
2011,128179,Intellitec College-Colorado Springs,02253700,1,IntelliTec College - Colorado Springs,692,0,0,0,,,0,,,0,0,0,0,0
2011,128188,Intellitec College-Grand Junction,03066900,1,INTELLITEC COLLEGE-GRAND JUNCTION,869,0,0,0,,,0,,,0,0,0,0,0
2011,128188,Intellitec College-Grand Junction,03066900,2,INTELLITEC COLLEGE - PUEBLO,869,0,0,0,,,0,,,0,0,0,0,0
